story:  John didn't know he was being followed. "When he got on the train, a man approached him." He handed John a small piece of paper. It said RAVINCORP in bold letters. "John had been offered a job by the CIA, he just didn't know it yet."	 query:event: The man was holding a piece of paper starts before He hand John a small piece of paper  	pred: negative	 label: positive
story:  Kay was attending a self empowerment seminar. She was excited as the first presenter was her favorite author. "She sat through the opening session, rapt with attention." "By the end of the day, her head was full of great ideas." She went back to her hotel room to rest for the next day's conference.	 query:event: Kay had a long day. ends after she goes back to her hotel room  	pred: negative	 label: positive
story:  Kay was attending a self empowerment seminar. She was excited as the first presenter was her favorite author. "She sat through the opening session, rapt with attention." "By the end of the day, her head was full of great ideas." She went back to her hotel room to rest for the next day's conference.	 query:event: Kay had a long day. ends before she goes back to her hotel room  	pred: positive	 label: negative
story:  The scouts gathered around the hot fire. The scoutmaster had five initiates lined up ready to walk. He prepped their feet and they started to walk across the coals. As the last initiate successfully made it across, the scouts cheered. The s'mores and marshmallows were brought out to celebrate.	 query:event: The initiates are afraid of getting burned. ends after the scouts cheer  	pred: negative	 label: positive
story:  Tom has a big presentation at work tomorrow. He has not prepared for the presentation. He works all night long to present something for tomorrow. He spilled coffee on the USB stick containing his presentation. "He gets to work and wings his presentation, everyone loves it."	 query:event: Tom is nervous about presentation ends after everyone likes presentation  	pred: negative	 label: positive
story:  Tom has a big presentation at work tomorrow. He has not prepared for the presentation. He works all night long to present something for tomorrow. He spilled coffee on the USB stick containing his presentation. "He gets to work and wings his presentation, everyone loves it."	 query:event: Tom is nervous about presentation ends before everyone likes presentation  	pred: positive	 label: negative
story:  Maddie was excited to see the new Harry Potter movie. The line was out the door and it was exciting. Maddie luckily was able to get a seat. The movie was long but it was worth it. When the movie was over, it was great.	 query:event: Maddie got in line ends after The movie be long  	pred: negative	 label: positive
story:  Maddie was excited to see the new Harry Potter movie. The line was out the door and it was exciting. Maddie luckily was able to get a seat. The movie was long but it was worth it. When the movie was over, it was great.	 query:event: Maddie got in line ends before The movie be long  	pred: positive	 label: negative
story:  "One day, Ernie went on a walk in the park." Ernie walked by the tennis courts and saw two beautiful women playing. "He had never played tennis before, but he decided to learn." "The next day he went to the park, and the ladies were there again." "They invited him to join them, and eventually one became his wife."	 query:event: Ernie stopped to watch the women playing ends after he decided to learn to play tennis  	pred: negative	 label: positive
story:  "One day, Ernie went on a walk in the park." Ernie walked by the tennis courts and saw two beautiful women playing. "He had never played tennis before, but he decided to learn." "The next day he went to the park, and the ladies were there again." "They invited him to join them, and eventually one became his wife."	 query:event: Ernie stopped to watch the women playing ends before he decided to learn to play tennis  	pred: positive	 label: negative
story:  I sent my friend a thank you gift. "A few weeks later, she posted a picture on facebook." It was a picture of a lasane in the pan I had sent her. It said Leah's Kickasserole on the side. She posted how much she loved the dish.	 query:event: My friend took a picture of her lasagne ends before It be a picture of a lasane in the pan I had sent her  	pred: negative	 label: positive
story:  I sent my friend a thank you gift. "A few weeks later, she posted a picture on facebook." It was a picture of a lasane in the pan I had sent her. It said Leah's Kickasserole on the side. She posted how much she loved the dish.	 query:event: My friend took a picture of her lasagne ends after It be a picture of a lasane in the pan I had sent her  	pred: positive	 label: negative
story:  I never sit in a chair normally. I sat down a minute ago and pulled my feet up. I balanced one foot underneath me. Then I put my knee up by my chest. I sat there resembling a monkey while I worked.	 query:event: I wasn't wearing a skirt ends after I sit  	pred: negative	 label: positive
story:  I never sit in a chair normally. I sat down a minute ago and pulled my feet up. I balanced one foot underneath me. Then I put my knee up by my chest. I sat there resembling a monkey while I worked.	 query:event: I wasn't wearing a skirt ends before I sit  	pred: positive	 label: negative
story:  Gina arrived early for her interview and waited near the door. A man came to the door and looked at her. She smiled and joked with him before opening the door. He introduced himself as the restaurant manager. Gina was worried the joking may have hurt her chances.	 query:event: Gina wanted to seem punctual. ends before A man come to the door  	pred: negative	 label: positive
story:  Gina arrived early for her interview and waited near the door. A man came to the door and looked at her. She smiled and joked with him before opening the door. He introduced himself as the restaurant manager. Gina was worried the joking may have hurt her chances.	 query:event: Gina wanted to seem punctual. ends after A man come to the door  	pred: positive	 label: negative
story:  Luke got detention at school last week. He has to stay after school for an hour every day. Apparently he got into a fight with another kid. The other kid got detention too. They both learned that fighting just makes things worse.	 query:event: The parents were called into the office ends before The other kid get detention too  	pred: negative	 label: positive
story:  Luke got detention at school last week. He has to stay after school for an hour every day. Apparently he got into a fight with another kid. The other kid got detention too. They both learned that fighting just makes things worse.	 query:event: The parents were called into the office ends after The other kid get detention too  	pred: positive	 label: negative
story:  This morning I woke up really happy. I had a pleasant dream I thought was real life. I enjoyed my entire morning. It wasn't until I went to my car that I noticed. I wasn't about to drive a spaceship.	 query:event: The speaker gets in the car ends after I be n't about to drive a spaceship  	pred: negative	 label: positive
story:  Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!	 query:event: Ben wanted to go to the dance with Jenna ends before Jenna collapse on her bed in tears  	pred: negative	 label: positive
story:  Jenna collapsed on her bed in tears. Ben asked her to Spring Party, but she had no money for a dress. Just then her roommate, Marissa, entered, smiling. To her surprise, Marissa smiled and held out a beautiful dress. The dress fit perfectly and Jenna was able to go the party after all!	 query:event: Ben wanted to go to the dance with Jenna ends after Jenna collapse on her bed in tears  	pred: positive	 label: negative
story:  I went down to the apartment's clubhouse to play pool with my pals. They were all much better than I was. I realized that I had to work hard to get to be as good as them. So I spent the next couple of weeks playing with them a bunch. "Now, we are all equally as good as one another!"	 query:event: My pals scored better than I did ends before I realized I had to work hard to get to be as good as them  	pred: negative	 label: positive
story:  I went down to the apartment's clubhouse to play pool with my pals. They were all much better than I was. I realized that I had to work hard to get to be as good as them. So I spent the next couple of weeks playing with them a bunch. "Now, we are all equally as good as one another!"	 query:event: My pals scored better than I did ends after I realized I had to work hard to get to be as good as them  	pred: positive	 label: negative
story:  Mary bought a ticket to see the new Star Wars movie. She was so excited she peed her pants! "By the time she changed, it was too late to see the opening." Mary was able to catch the next show. She thought it was everything it was hyped to be.	 query:event: Mary cleaned herself. ends before she changed  	pred: negative	 label: positive
story:  Mary bought a ticket to see the new Star Wars movie. She was so excited she peed her pants! "By the time she changed, it was too late to see the opening." Mary was able to catch the next show. She thought it was everything it was hyped to be.	 query:event: Mary cleaned herself. ends after she changed  	pred: positive	 label: negative
story:  Chuck was hanging out with some friends at a bar. They mentioned that they were moving soon. Chuck offered to help them move their things. The team worked together and got the move done quickly. They were so grateful that they invited him to stay for dinner.	 query:event: Chuck invited his friends to the bar ends after The team get the move done quickly  	pred: positive	 label: negative
story:  I was sitting in class falling asleep. "Suddenly, the teacher asked me a question." I sat there speechless. I randomly told the teacher that two was the answer. "Surprisingly, I was completely right."	 query:event: I walked to class ends before I sit in class falling asleep  	pred: negative	 label: positive
story:  I was sitting in class falling asleep. "Suddenly, the teacher asked me a question." I sat there speechless. I randomly told the teacher that two was the answer. "Surprisingly, I was completely right."	 query:event: I walked to class ends after I sit in class falling asleep  	pred: positive	 label: negative
story:  Jenny was crouched behind the fence. She had hand-packed thirty snowballs. Her brother came around the corner. Jenny stood to throw her snowballs. Five armed boys showered her with snowballs.	 query:event: Five boys held snowballs ends before Jenny stand to throw her snowballs  	pred: positive	 label: negative
story:  Danny strapped on his skates. The neighbor told him not to skate near his car. Danny ignored the man. Danny skated right into the man's car. Danny bounced off the car.	 query:event: Danny has a neighbor. ends after Danny ignore the man  	pred: negative	 label: positive
story:  Aiden went to a glassblowing workshop for a field trip. He wasn't very interested in the trip. One of the craftsman picked him to craft glass. Aiden had a surprisingly good time crafting his trinket. He helps around the glass workshop on his spare time.	 query:event: With his help, Aiden created a beautiful piece. ends before Aiden had a surprisingly good time  	pred: negative	 label: positive
story:  Aiden went to a glassblowing workshop for a field trip. He wasn't very interested in the trip. One of the craftsman picked him to craft glass. Aiden had a surprisingly good time crafting his trinket. He helps around the glass workshop on his spare time.	 query:event: With his help, Aiden created a beautiful piece. ends after Aiden had a surprisingly good time  	pred: positive	 label: negative
story:  Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow.	 query:event: He thought he had a good chance of winning the lottery. ends after the numbers were milk production weights for a cow  	pred: negative	 label: positive
story:  Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow.	 query:event: He thought he had a good chance of winning the lottery. ends before the numbers were milk production weights for a cow  	pred: positive	 label: negative
story:  Emily is an avid runner. She always runs near a wooded area. "One day, she ran further than usual." "On her way back, she ran near the trees in complete darkness." Something jumped out of the woods and Emily was never seen again.	 query:event: Emily was killed ends before she was never seen again  	pred: negative	 label: positive
story:  Griffin needed to write a book report for school. He went to the library to find a book. He found an interesting book about Abraham Lincoln. "Griffin started to read the book, but fell asleep." "When he woke, Griffin decided to pick a different topic."	 query:event: he arrived at the library ends after Griffin need to write a book report for school  	pred: negative	 label: positive
story:  On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her "vegetables" that night!	 query:event: Megan ate dinner. ends before her mom pulled out the carrot cake.  	pred: negative	 label: positive
story:  On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her "vegetables" that night!	 query:event: Megan ate dinner. ends after her mom pulled out the carrot cake.  	pred: positive	 label: negative
story:  Martin realizes that he needs to get more exercise. He decides to have a walk around the block before he goes to bed. That night he sleeps more deeply than normal. He decides to take a walk every night before going to bed. Martin is very happy he is getting more exercise.	 query:event: Martin enjoyed his walk. ends before he sleep more deeply than normal  	pred: negative	 label: positive
story:  Nancy was driving with her instructor. They went on the highway and came off of the exit. The instructor forced Nancy to accelerate. Since she was nervous, she accelerated too fast. They ended up crashing into another car.	 query:event: Nancy pressed down on the accelorator  ends after They ended up crashing into another car.  	pred: negative	 label: positive
story:  Nancy was driving with her instructor. They went on the highway and came off of the exit. The instructor forced Nancy to accelerate. Since she was nervous, she accelerated too fast. They ended up crashing into another car.	 query:event: Nancy pressed down on the accelorator  ends before They ended up crashing into another car.  	pred: positive	 label: negative
story:  Michael was playing ball with his friends. His friend tossed the ball to him. Instead, it landed up on the roof. Michael decided to climb up to get it. Luckily, he was able to find it.	 query:event: A neighbor shouted at Michael to get down ends after climbed up the roof to get it.  	pred: negative	 label: positive
story:  Michael was playing ball with his friends. His friend tossed the ball to him. Instead, it landed up on the roof. Michael decided to climb up to get it. Luckily, he was able to find it.	 query:event: A neighbor shouted at Michael to get down ends before climbed up the roof to get it.  	pred: positive	 label: negative
story:  Tina was taking a science test. She was not prepared. She hardly studied. She kept it blank. She ended up failing.	 query:event: Tina turned in her science test. ends before she ended up failing  	pred: negative	 label: positive
story:  Tina was taking a science test. She was not prepared. She hardly studied. She kept it blank. She ended up failing.	 query:event: Tina turned in her science test. ends after she ended up failing  	pred: positive	 label: negative
story:  Tom needed a new pair of socks. He was a very frugal man. He decided to order socks online. He found a great deal for a large quantity of socks. He bought one hundred pairs of socks in one day.	 query:event: Tom was very happy to find the deal. ends before he bought 100 pairs of socks  	pred: negative	 label: positive
story:  Tom needed a new pair of socks. He was a very frugal man. He decided to order socks online. He found a great deal for a large quantity of socks. He bought one hundred pairs of socks in one day.	 query:event: Tom was very happy to find the deal. ends after he bought 100 pairs of socks  	pred: positive	 label: negative
story:  Joe had to deliver one-hundred guns to the rebels in Carson. He filled up his wagon with them and covered them with a blanket. He didn't expect to be searched, so he didn't bother hiding them. When he saw the border guards, he almost ran for it. Somehow he kept his cool and made it across.	 query:event: Joe hand counted all of the guns. ends before He fill his wagon with them  	pred: negative	 label: positive
story:  Joe had to deliver one-hundred guns to the rebels in Carson. He filled up his wagon with them and covered them with a blanket. He didn't expect to be searched, so he didn't bother hiding them. When he saw the border guards, he almost ran for it. Somehow he kept his cool and made it across.	 query:event: Joe hand counted all of the guns. ends after He fill his wagon with them  	pred: positive	 label: negative
story:  I was so nervous for my first day of school. "When I arrived at my first class, I was shaking." I sat next the prettiest girl in class. We talked the whole time during and after class. "We became best friends, and she made college so much easier!"	 query:event: The teacher stood at the front of the class ends before We became best friends, and she made college so much easier  	pred: negative	 label: positive
story:  I was so nervous for my first day of school. "When I arrived at my first class, I was shaking." I sat next the prettiest girl in class. We talked the whole time during and after class. "We became best friends, and she made college so much easier!"	 query:event: The teacher stood at the front of the class ends after We became best friends, and she made college so much easier  	pred: positive	 label: negative
story:  Tim always wanted a fast car like his friends. The problem was that he had one of the slowest card in town. He decided to get a part time job for some extra money. He finally raised enough money for a new car. He now races his fast car with those of his friends.	 query:event: Tim saved his money from his job ends before he raised enough money  	pred: negative	 label: positive
story:  Tim always wanted a fast car like his friends. The problem was that he had one of the slowest card in town. He decided to get a part time job for some extra money. He finally raised enough money for a new car. He now races his fast car with those of his friends.	 query:event: Tim saved his money from his job ends after he raised enough money  	pred: positive	 label: negative
story:  Kathy didn't like Sue. Kathy started rumours about Sue. Sue found out Kathy was talking about her. Sue and Kathy got in an argument. Sue never talked to Kathy again.	 query:event: Sue talked to someone who knew what Kathy had said. ends before do  	pred: negative	 label: positive
story:  Kathy didn't like Sue. Kathy started rumours about Sue. Sue found out Kathy was talking about her. Sue and Kathy got in an argument. Sue never talked to Kathy again.	 query:event: Sue talked to someone who knew what Kathy had said. ends after do  	pred: positive	 label: negative
story:  Chess was not a game the Becks liked to play. They were a family that loved games, all but chess. One time they were at a chess match with other families. And they lost horribly in front of many people. They don't play games anymore.	 query:event: Becky's family played chess against other families ends after they lost horribly in front of many people.  	pred: negative	 label: positive
story:  Chess was not a game the Becks liked to play. They were a family that loved games, all but chess. One time they were at a chess match with other families. And they lost horribly in front of many people. They don't play games anymore.	 query:event: Becky's family played chess against other families ends before they lost horribly in front of many people.  	pred: positive	 label: negative
story:  Griffin needed to write a book report for school. He went to the library to find a book. He found an interesting book about Abraham Lincoln. "Griffin started to read the book, but fell asleep." "When he woke, Griffin decided to pick a different topic."	 query:event: Griffin goes to school ends before He find an interesting book about Abraham Lincoln  	pred: negative	 label: positive
story:  Griffin needed to write a book report for school. He went to the library to find a book. He found an interesting book about Abraham Lincoln. "Griffin started to read the book, but fell asleep." "When he woke, Griffin decided to pick a different topic."	 query:event: Griffin goes to school ends after He find an interesting book about Abraham Lincoln  	pred: positive	 label: negative
story:  Dana's grandfather was bringing her to school. He had an old loud truck. Dana was embarrassed of the truck. She told her grandfather to park a block down the road. Dana walked the rest of the way to school.	 query:event: Dana enrolled in school ends before She tell her grandfather to park a block down the road  	pred: negative	 label: positive
story:  Dana's grandfather was bringing her to school. He had an old loud truck. Dana was embarrassed of the truck. She told her grandfather to park a block down the road. Dana walked the rest of the way to school.	 query:event: Dana enrolled in school ends after She tell her grandfather to park a block down the road  	pred: positive	 label: negative
story:  I was on my way to work. I got stopped by a train. I waited for a while. The train finally passed. I got to work late.	 query:event: The railroad crossing arms were down. ends after the train finally passed  	pred: negative	 label: positive
story:  Mary loves to buy ice cream from the Ice Cream Truck. One day Mary bought a snow cone from the truck. She was enjoying her snow cone. Unfortunately Mary accidentally dropped her cone. The driver of the Ice cream Truck was nice and gave Mary another one.	 query:event: The driver of the ice cream truck felt sorry for Mary. ends after they gave Mary another ice cream cone  	pred: negative	 label: positive
story:  Mary loves to buy ice cream from the Ice Cream Truck. One day Mary bought a snow cone from the truck. She was enjoying her snow cone. Unfortunately Mary accidentally dropped her cone. The driver of the Ice cream Truck was nice and gave Mary another one.	 query:event: The driver of the ice cream truck felt sorry for Mary. ends before they gave Mary another ice cream cone  	pred: positive	 label: negative
story:  Martha bought groceries and proceeded to go home. When she carried in her groceries she saw the bag leaking. The carton of eggs were squished. Martha went back to the grocery store. She was able to get another carton of eggs for free.	 query:event: Martha ran out of eggs ends after she got a new carton of eggs  	pred: negative	 label: positive
story:  Martha bought groceries and proceeded to go home. When she carried in her groceries she saw the bag leaking. The carton of eggs were squished. Martha went back to the grocery store. She was able to get another carton of eggs for free.	 query:event: Martha ran out of eggs ends before she got a new carton of eggs  	pred: positive	 label: negative
story:  Lexie was so excited for Halloween. She dressed up as a pony. She went to lots of houses to get candy. Lexi got scared by a boy in a scary mask. She never wants to participate in Halloween again.	 query:event: Lexi avoided the holiday ends before She go to lots of houses to get candy  	pred: negative	 label: positive
story:  Lexie was so excited for Halloween. She dressed up as a pony. She went to lots of houses to get candy. Lexi got scared by a boy in a scary mask. She never wants to participate in Halloween again.	 query:event: Lexi avoided the holiday ends after She go to lots of houses to get candy  	pred: positive	 label: negative
story:  Todd has been in the hospital for many days. The doctors say there is sign of recovery. His family is planning for the worst. Later in the week Todd's doctor said he was pulling the plug. Todd was pronounced at at 6 pm today.	 query:event: Todd's situation is not optimistic. ends after his family is planning for the worst.  	pred: negative	 label: positive
story:  Todd has been in the hospital for many days. The doctors say there is sign of recovery. His family is planning for the worst. Later in the week Todd's doctor said he was pulling the plug. Todd was pronounced at at 6 pm today.	 query:event: Todd's situation is not optimistic. ends before his family is planning for the worst.  	pred: positive	 label: negative
story:  Maggie was a pregnant lady. One morning she was trying to brush her teeth. "No matter what she did, the toothbrush made her gag." The more she tried the more nausea she felt. She eventually gave up and just used mouthwash.	 query:event: Maggie stopped brushing her teeth ends after She just use mouthwash  	pred: negative	 label: positive
story:  Maggie was a pregnant lady. One morning she was trying to brush her teeth. "No matter what she did, the toothbrush made her gag." The more she tried the more nausea she felt. She eventually gave up and just used mouthwash.	 query:event: Maggie stopped brushing her teeth ends before She just use mouthwash  	pred: positive	 label: negative
story:  Tabitha was riding the bus while nine months pregnant. No one noticed as she was hit with nausea. She knew she was going to throw up and had nowhere to do it. "Out of confusion, she went ahead and did it in her purse." She was so embarrassed and her bag was ruined but she didn't mind.	 query:event: Tabitha felt panicked  ends before she did it in her purse  	pred: positive	 label: negative
story:  I was on my way to work. I got stopped by a train. I waited for a while. The train finally passed. I got to work late.	 query:event: The railroad crossing arms were down. ends before I got to work late  	pred: negative	 label: positive
story:  I was on my way to work. I got stopped by a train. I waited for a while. The train finally passed. I got to work late.	 query:event: The railroad crossing arms were down. ends after I got to work late  	pred: positive	 label: negative
story:  I was riding my bike to my friends house. "Suddenly, I felt a pop and my bike stopped working." I took the bike home and checked out the problem. I went to the store and bought the tube to fix the tire. I went home and fixed my bike and went for a ride.	 query:event: I was worried that I had a flat tire ends after I checked out the problem  	pred: negative	 label: positive
story:  I was riding my bike to my friends house. "Suddenly, I felt a pop and my bike stopped working." I took the bike home and checked out the problem. I went to the store and bought the tube to fix the tire. I went home and fixed my bike and went for a ride.	 query:event: I was worried that I had a flat tire ends before I checked out the problem  	pred: positive	 label: negative
story:  Halie adopted a foster cat. "The cat was disturbed, having been abused in her previous homes." Halie put her full effort into retraining her. The cat would not stop scratching and biting people. Halie had to put the cat down.	 query:event: Halie had to decide what to do with the cat ends before Halie had to put the cat down  	pred: negative	 label: positive
story:  Halie adopted a foster cat. "The cat was disturbed, having been abused in her previous homes." Halie put her full effort into retraining her. The cat would not stop scratching and biting people. Halie had to put the cat down.	 query:event: Halie had to decide what to do with the cat ends after Halie had to put the cat down  	pred: positive	 label: negative
story:  Tim was twelve and seeing his first action movie in the theater. At first he was afraid. It really looked like the bad guy was going to win! "Then, at the last minute, the good guy won their fight." Tim cheered with relief!	 query:event: Tim bought himself popcorn ends before he be afraid  	pred: negative	 label: positive
story:  Tim was twelve and seeing his first action movie in the theater. At first he was afraid. It really looked like the bad guy was going to win! "Then, at the last minute, the good guy won their fight." Tim cheered with relief!	 query:event: Tim bought himself popcorn ends after he be afraid  	pred: positive	 label: negative
story:  Why did all these foreigners thing that Jess did not know anything? She was from the states and traveling in Germany. The company Jess was in asked her where Malaysia was. Jess could only guess what continent it might be in. Jess guessed wrong and felt barlish in front of the group.	 query:event: Jess took a flight to Germany. ends after she was traveling in Germany.  	pred: negative	 label: positive
story:  Why did all these foreigners thing that Jess did not know anything? She was from the states and traveling in Germany. The company Jess was in asked her where Malaysia was. Jess could only guess what continent it might be in. Jess guessed wrong and felt barlish in front of the group.	 query:event: Jess took a flight to Germany. ends before she was traveling in Germany.  	pred: positive	 label: negative
story:  Thomas was up for an award. He thought he was a shoe in and everyone else did too. " When the name was called for the award though, it wasn't his." Thomas felt sad but he didn't give up. Next year Thomas worked even harder and won the award.	 query:event: Thomas waited for the results ends after when the name was called, it wasn't his  	pred: negative	 label: positive
story:  Thomas was up for an award. He thought he was a shoe in and everyone else did too. " When the name was called for the award though, it wasn't his." Thomas felt sad but he didn't give up. Next year Thomas worked even harder and won the award.	 query:event: Thomas waited for the results ends before when the name was called, it wasn't his  	pred: positive	 label: negative
story:  Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. "She got up to check, and fell." "After picking up the iPad, Nicole realized the screen was cracked." She decided to take it to the store and see if it could be fixed.	 query:event: Nicole dropped her iPad as she fell ends before picking up the iPad  	pred: negative	 label: positive
story:  Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. "She got up to check, and fell." "After picking up the iPad, Nicole realized the screen was cracked." She decided to take it to the store and see if it could be fixed.	 query:event: Nicole dropped her iPad as she fell ends after picking up the iPad  	pred: positive	 label: negative
story:  When I picked up my phone I saw something. My phone was cracked. I got upset. But then I realized something. Only my screen protector got cracked.	 query:event: One day, I dropped my phone in a parking lot! ends before I picked up my phone  	pred: negative	 label: positive
story:  Everyone got together. They were celebrating Chris's 13th birthday. "However, some of his relatives were arguing about money." One ended up being punched. Chris's father had to kick them out of the house.	 query:event: Chris lived in a house. ends after Chris 's father kick them out of the house  	pred: negative	 label: positive
story:  Everyone got together. They were celebrating Chris's 13th birthday. "However, some of his relatives were arguing about money." One ended up being punched. Chris's father had to kick them out of the house.	 query:event: Chris lived in a house. ends before Chris 's father kick them out of the house  	pred: positive	 label: negative
story:  Sarah's computer keyboard was old and dusty. But it still worked. So she didn't need to buy a new one. "One day, she became sick." So she bought a new keyboard out of fear.	 query:event: Sarah decided that the age and dust weren't a big deal. ends before she decided she didn't need a new one  	pred: negative	 label: positive
story:  Sarah's computer keyboard was old and dusty. But it still worked. So she didn't need to buy a new one. "One day, she became sick." So she bought a new keyboard out of fear.	 query:event: Sarah decided that the age and dust weren't a big deal. ends after she decided she didn't need a new one  	pred: positive	 label: negative
story:  Jackson was at the lake with his family. He was having a water balloon fight with his little brother. He noticed his brother was distracted. "Then, he threw the balloon right at his face." "His brother began to cry, and Jackson got into trouble."	 query:event: Jackson filled a baloon with water ends before He have a water balloon fight with his little brother  	pred: negative	 label: positive
story:  Jackson was at the lake with his family. He was having a water balloon fight with his little brother. He noticed his brother was distracted. "Then, he threw the balloon right at his face." "His brother began to cry, and Jackson got into trouble."	 query:event: Jackson filled a baloon with water ends after He have a water balloon fight with his little brother  	pred: positive	 label: negative
story:  Jeremy had never tried Mexican food. One day his friends took him to an authentic Mexican restaurant. Jeremy decided to try the cheese enchiladas with rice and beans. He thought his meal was delicious. Jeremy went back several times afterward to try other entrees.	 query:event: Jeremy sent his compliments to the chef. ends before he went back  	pred: negative	 label: positive
story:  Jeremy had never tried Mexican food. One day his friends took him to an authentic Mexican restaurant. Jeremy decided to try the cheese enchiladas with rice and beans. He thought his meal was delicious. Jeremy went back several times afterward to try other entrees.	 query:event: Jeremy sent his compliments to the chef. ends after he went back  	pred: positive	 label: negative
story:  Jack has a test in science. He has been studying all week. He still does not feel ready. Jack got to his test and failed. He begged his teacher for a retake and she said no.	 query:event: Jack failed the class ends after Jack begged his teacher for a retake  	pred: negative	 label: positive
story:  Jack has a test in science. He has been studying all week. He still does not feel ready. Jack got to his test and failed. He begged his teacher for a retake and she said no.	 query:event: Jack failed the class ends before Jack begged his teacher for a retake  	pred: positive	 label: negative
story:  Norma was so tired. Nothing she did to try to stay awake for work was helping. The coffee did nothing to perk her up. Nor did the sweets she tried eating to stay awake. She fell asleep at her work anyway.	 query:event: Norma woke up  ends after Norma be so tired  	pred: negative	 label: positive
story:  Norma was so tired. Nothing she did to try to stay awake for work was helping. The coffee did nothing to perk her up. Nor did the sweets she tried eating to stay awake. She fell asleep at her work anyway.	 query:event: Norma woke up  ends before Norma be so tired  	pred: positive	 label: negative
story:  Bianca had dark brown hair. She wanted to make her hair a lighter color. She bought hair dye from the store. She dyed her hair a blonde color. Bianca's boyfriend complimented her new hair afterwards.	 query:event: Bianca removed the hair dye from its packaging. ends before Bianca's boyfriend complimented her new hair  	pred: negative	 label: positive
story:  Evan was nine but sometimes still wet the bed. He was invited to a sleepover but afraid to attend. He did not want anyone to discover his secret! Then his mom bought him a pack of absorbent underwear to wear. Evan felt much more secure with the backup underwear on!	 query:event: Evan was scared about wetting the bed at the sleepover ends after his mom buy him a pack of absorbent underwear to wear  	pred: negative	 label: positive
story:  Nia broke her leg. She had to get a cast put on it. She was awkward at first wearing it. But soon she grew used to it. "Before long, she could walk with ease!"	 query:event: It was difficult to walk in. ends before she could walk with ease  	pred: negative	 label: positive
story:  Nia broke her leg. She had to get a cast put on it. She was awkward at first wearing it. But soon she grew used to it. "Before long, she could walk with ease!"	 query:event: It was difficult to walk in. ends after she could walk with ease  	pred: positive	 label: negative
story:  Ellie lived on a potato farm. One year she decided to farm lettuce too. The potatoes grew very well. The lettuce did not grow at all. Ellie decided to stick to potato farming in the future.	 query:event: Ellie planted potatoes where the lettuce had been ends after The lettuce not grow at all  	pred: negative	 label: positive
story:  Ellie lived on a potato farm. One year she decided to farm lettuce too. The potatoes grew very well. The lettuce did not grow at all. Ellie decided to stick to potato farming in the future.	 query:event: Ellie planted potatoes where the lettuce had been ends before The lettuce not grow at all  	pred: positive	 label: negative
story:  Dave was a scientist. Dave wanted to make a great scientific discovery. Dave worked with algae to make electricity. Dave discovered he could make electricity with algae! Dave was awarded for his great discovery.	 query:event: Dave got a science degree. ends before Dave work with algae to make electricity  	pred: negative	 label: positive
story:  Dave was a scientist. Dave wanted to make a great scientific discovery. Dave worked with algae to make electricity. Dave discovered he could make electricity with algae! Dave was awarded for his great discovery.	 query:event: Dave got a science degree. ends after Dave work with algae to make electricity  	pred: positive	 label: negative
story:  Erica was doing the dishes. She slipped on a wet spot on the ground. She broke a plate that she was holding in her hand. She cleaned up the mess of broken ceramic. "Afterwards, she mopped up the wet spot."	 query:event: Erica cried out ends before she broke the plate  	pred: negative	 label: positive
story:  Erica was doing the dishes. She slipped on a wet spot on the ground. She broke a plate that she was holding in her hand. She cleaned up the mess of broken ceramic. "Afterwards, she mopped up the wet spot."	 query:event: Erica cried out ends after she broke the plate  	pred: positive	 label: negative
story:  Dan wanted to visit Norway. Dan arranged to take time from work for a trip to Norway. Dan and his wife flew to Norway that Summer. They had a fantastic time visiting Norway. "Now, Dan and his wife visit Norway every Summer, without fail."	 query:event: Dan talked to his boss ends after Dan want to visit Norway  	pred: negative	 label: positive
story:  Dan wanted to visit Norway. Dan arranged to take time from work for a trip to Norway. Dan and his wife flew to Norway that Summer. They had a fantastic time visiting Norway. "Now, Dan and his wife visit Norway every Summer, without fail."	 query:event: Dan talked to his boss ends before Dan want to visit Norway  	pred: positive	 label: negative
story:  I was sitting in class falling asleep. "Suddenly, the teacher asked me a question." I sat there speechless. I randomly told the teacher that two was the answer. "Surprisingly, I was completely right."	 query:event: The class was silent ends before I told the teacher that two was the answer  	pred: negative	 label: positive
story:  I was sitting in class falling asleep. "Suddenly, the teacher asked me a question." I sat there speechless. I randomly told the teacher that two was the answer. "Surprisingly, I was completely right."	 query:event: The class was silent ends after I told the teacher that two was the answer  	pred: positive	 label: negative
